0, 0, 0
0.1, 0, 0
0.2, 0, 40
0.3, 0, 78
0.4, 0, 80
0.5, 0, 84
0.6, 0, 0
0.7, 0, 0
0.8, 0, 0
0, 0.1, 80
0.1, 0.1, 96
0.2, 0.1, 112
0.3, 0.1, 124
0.4, 0.1, 136
0.5, 0.1, 132
0.6, 0.1, 0
0.7, 0.1, 0
0.8, 0.1, 0
0, 0.2, 116
0.1, 0.2, 138
0.2, 0.2, 158
0.3, 0.2, 168
0.4, 0.2, 178
0.5, 0.2, 180
0.6, 0.2, 0
0.7, 0.2, 0
0.8, 0.2, 0
0, 0.3, 154
0.1, 0.3, 184
0.2, 0.3, 204
0.3, 0.3, 219
0.4, 0.3, 229
0.5, 0.3, 238
0.6, 0.3, 0
0.7, 0.3, 0
0.8, 0.3, 0
0, 0.4, 194
0.1, 0.4, 221
0.2, 0.4, 250
0.3, 0.4, 281
0.4, 0.4, 298
0.5, 0.4, 308
0.6, 0.4, 298
0.7, 0.4, 280
0.8, 0.4, 250
0, 0.5, 229
0.1, 0.5, 275
0.2, 0.5, 330
0.3, 0.5, 362
0.4, 0.5, 362
0.5, 0.5, 362
0.6, 0.5, 362
0.7, 0.5, 362
0.8, 0.5, 330
0, 0.6, 275
0.1, 0.6, 330
0.2, 0.6, 362
0.3, 0.6, 362
0.4, 0.6, 362
0.5, 0.6, 362
0.6, 0.6, 362
0.7, 0.6, 362
0.8, 0.6, 362
0, 0.7, 329
0.1, 0.7, 362
0.2, 0.7, 362
0.3, 0.7, 321
0.4, 0.7, 287
0.5, 0.7, 276
0.6, 0.7, 287
0.7, 0.7, 321
0.8, 0.7, 362
0, 0.8, 362
0.1, 0.8, 362
0.2, 0.8, 321
0.3, 0.8, 267
0.4, 0.8, 227
0.5, 0.8, 209
0.6, 0.8, 226
0.7, 0.8, 267
0.8, 0.8, 321
0, 0.9, 0
0.1, 0.9, 0
0.2, 0.9, 0
0.3, 0.9, 0
0.4, 0.9, 0
0.5, 0.9, 0
0.6, 0.9, 0
0.7, 0.9, 0
0.8, 0.9, 0
0, 1, 0
0.1, 1, 0
0.2, 1, 0
0.3, 1, 0
0.4, 1, 0
0.5, 1, 0
0.6, 1, 0
0.7, 1, 0
0.8, 1, 0
0, 1.1, 0
0.1, 1.1, 0
0.2, 1.1, 0
0.3, 1.1, 0
0.4, 1.1, 0
0.5, 1.1, 0
0.6, 1.1, 0
0.7, 1.1, 0
0.8, 1.1, 0
