-0.999999, -0.000797434, -0.000797196, 0.290901, 0.000796858, 0.000424669, -1, 0.848124, 0.000797772, -1, -0.000424033, 1.02183, 0, 0, 0, 1
-0.999999, -0.00079732, -0.000796569, 0.290901, 0.000796231, 0.000424908, -1, 0.848124, 0.000797659, -1, -0.000424273, 1.02183, 0, 0, 0, 1
-0.999999, -0.000796979, -0.000794688, 0.290901, 0.000794349, 0.000425627, -1, 0.848124, 0.000797317, -1, -0.000424993, 1.02183, 0, 0, 0, 1
-0.999999, -0.00079641, -0.000791554, 0.290901, 0.000791214, 0.000426824, -1, 0.848125, 0.000796747, -1, -0.000426194, 1.02183, 0, 0, 0, 1
-0.999999, -0.000795613, -0.000787166, 0.290901, 0.000786825, 0.000428501, -1, 0.848125, 0.00079595, -1, -0.000427874, 1.02183, 0, 0, 0, 1
-0.999999, -0.000794589, -0.000781524, 0.290901, 0.000781182, 0.000430656, -1, 0.848125, 0.000794925, -1, -0.000430035, 1.02183, 0, 0, 0, 1
-0.999999, -0.000793337, -0.000774628, 0.290901, 0.000774285, 0.000433291, -1, 0.848126, 0.000793672, -1, -0.000432676, 1.02183, 0, 0, 0, 1
-0.999999, -0.000791857, -0.000766479, 0.2909, 0.000766133, 0.000436404, -1, 0.848127, 0.000792191, -1, -0.000435797, 1.02183, 0, 0, 0, 1
-0.999999, -0.00079015, -0.000757075, 0.2909, 0.000756728, 0.000439997, -1, 0.848127, 0.000790483, -1, -0.000439398, 1.02183, 0, 0, 0, 1
-0.999999, -0.000788215, -0.000746418, 0.2909, 0.000746068, 0.000444068, -1, 0.848128, 0.000788546, -1, -0.00044348, 1.02183, 0, 0, 0, 1
-0.999999, -0.000786053, -0.000734507, 0.2909, 0.000734155, 0.000448618, -1, 0.848129, 0.000786382, -1, -0.000448041, 1.02183, 0, 0, 0, 1
-0.999999, -0.000783663, -0.000721343, 0.2909, 0.000720987, 0.000453648, -1, 0.84813, 0.00078399, -1, -0.000453083, 1.02182, 0, 0, 0, 1
-0.999999, -0.000781045, -0.000706924, 0.290899, 0.000706566, 0.000459156, -1, 0.848131, 0.000781369, -1, -0.000458604, 1.02182, 0, 0, 0, 1
-0.999999, -0.0007782, -0.000691252, 0.290899, 0.00069089, 0.000465144, -1, 0.848132, 0.000778521, -1, -0.000464606, 1.02182, 0, 0, 0, 1
-0.999999, -0.000775127, -0.000674326, 0.290899, 0.000673961, 0.00047161, -1, 0.848134, 0.000775445, -1, -0.000471088, 1.02182, 0, 0, 0, 1
-0.999999, -0.000771827, -0.000656147, 0.290898, 0.000655777, 0.000478556, -1, 0.848135, 0.00077214, -1, -0.000478049, 1.02182, 0, 0, 0, 1
-1, -0.000768299, -0.000636713, 0.290898, 0.00063634, 0.00048598, -1, 0.848137, 0.000768608, -1, -0.000485491, 1.02181, 0, 0, 0, 1
-1, -0.000764543, -0.000616026, 0.290898, 0.000615648, 0.000493884, -1, 0.848138, 0.000764847, -1, -0.000493413, 1.02181, 0, 0, 0, 1
-1, -0.00076056, -0.000594085, 0.290897, 0.000593703, 0.000502266, -1, 0.84814, 0.000760858, -1, -0.000501815, 1.02181, 0, 0, 0, 1
-1, -0.00075635, -0.00057089, 0.290897, 0.000570504, 0.000511128, -1, 0.848142, 0.000756641, -1, -0.000510696, 1.0218, 0, 0, 0, 1
-1, -0.000751912, -0.000546441, 0.290897, 0.00054605, 0.000520469, -1, 0.848144, 0.000752196, -1, -0.000520058, 1.0218, 0, 0, 0, 1
-1, -0.000747246, -0.000520739, 0.290896, 0.000520343, 0.000530289, -1, 0.848146, 0.000747522, -1, -0.000529899, 1.0218, 0, 0, 0, 1
-1, -0.000742353, -0.000493783, 0.290896, 0.000493382, 0.000540587, -1, 0.848148, 0.00074262, -1, -0.000540221, 1.02179, 0, 0, 0, 1
-1, -0.000737233, -0.000465573, 0.290895, 0.000465167, 0.000551365, -1, 0.84815, 0.000737489, -1, -0.000551022, 1.02179, 0, 0, 0, 1
-1, -0.000731885, -0.000436109, 0.290895, 0.000435698, 0.000562622, -1, 0.848152, 0.00073213, -1, -0.000562303, 1.02179, 0, 0, 0, 1
-1, -0.00072631, -0.000405392, 0.290894, 0.000404975, 0.000574358, -1, 0.848155, 0.000726542, -1, -0.000574064, 1.02178, 0, 0, 0, 1
-1, -0.000720507, -0.000373421, 0.290893, 0.000372998, 0.000586573, -1, 0.848157, 0.000720726, -1, -0.000586304, 1.02178, 0, 0, 0, 1
-1, -0.000714477, -0.000340196, 0.290893, 0.000339768, 0.000599268, -1, 0.84816, 0.00071468, -1, -0.000599025, 1.02177, 0, 0, 0, 1
-1, -0.000708219, -0.000305717, 0.290892, 0.000305283, 0.000612441, -1, 0.848162, 0.000708406, -1, -0.000612225, 1.02177, 0, 0, 0, 1
-1, -0.000701734, -0.000269984, 0.290892, 0.000269545, 0.000626094, -1, 0.848165, 0.000701903, -1, -0.000625904, 1.02176, 0, 0, 0, 1
-1, -0.000695022, -0.000232998, 0.290891, 0.000232553, 0.000640225, -1, 0.848168, 0.000695171, -1, -0.000640063, 1.02176, 0, 0, 0, 1
-1, -0.000688083, -0.000194758, 0.29089, 0.000194307, 0.000654836, -1, 0.848171, 0.00068821, -1, -0.000654702, 1.02175, 0, 0, 0, 1
-1, -0.000680916, -0.000155264, 0.290889, 0.000154808, 0.000669926, -1, 0.848174, 0.00068102, -1, -0.00066982, 1.02175, 0, 0, 0, 1
-1, -0.000673522, -0.000114517, 0.290889, 0.000114055, 0.000685495, -1, 0.848177, 0.0006736, -1, -0.000685418, 1.02174, 0, 0, 0, 1
-1, -0.000665901, -7.25151e-05, 0.290888, 7.2048e-05, 0.000701543, -1, 0.84818, 0.000665951, -1, -0.000701495, 1.02174, 0, 0, 0, 1
-1, -0.000658052, -2.92599e-05, 0.290887, 2.87874e-05, 0.000718071, -1, 0.848184, 0.000658073, -1, -0.000718052, 1.02173, 0, 0, 0, 1
-1, -0.000649977, 1.5249e-05, 0.290886, -1.57268e-05, 0.000735077, -1, 0.848187, 0.000649965, -1, -0.000735087, 1.02173, 0, 0, 0, 1
-1, -0.000641674, 6.10117e-05, 0.290886, -6.14946e-05, 0.000752563, -1, 0.848191, 0.000641628, -1, -0.000752603, 1.02172, 0, 0, 0, 1
-1, -0.000633144, 0.000108028, 0.290885, -0.000108516, 0.000770528, -1, 0.848194, 0.00063306, -1, -0.000770597, 1.02171, 0, 0, 0, 1
-1, -0.000624387, 0.000156299, 0.290884, -0.000156791, 0.000788973, -1, 0.848198, 0.000624263, -0.999999, -0.00078907, 1.02171, 0, 0, 0, 1
-1, -0.000615403, 0.000205823, 0.290883, -0.00020632, 0.000807896, -1, 0.848202, 0.000615236, -0.999999, -0.000808023, 1.0217, 0, 0, 0, 1
-1, -0.000606191, 0.0002566, 0.290882, -0.000257102, 0.000827299, -1, 0.848206, 0.000605979, -0.999999, -0.000827455, 1.0217, 0, 0, 0, 1
-1, -0.000596753, 0.000308632, 0.290881, -0.000309138, 0.000847181, -1, 0.84821, 0.000596491, -0.999999, -0.000847366, 1.02169, 0, 0, 0, 1
-1, -0.000587088, 0.000361917, 0.29088, -0.000362427, 0.000867543, -1, 0.848214, 0.000586774, -0.999999, -0.000867755, 1.02168, 0, 0, 0, 1
-1, -0.000577196, 0.000416457, 0.290879, -0.000416969, 0.000888384, -1, 0.848218, 0.000576825, -0.999999, -0.000888624, 1.02167, 0, 0, 0, 1
-1, -0.000567077, 0.000472249, 0.290878, -0.000472765, 0.000909704, -0.999999, 0.848223, 0.000566647, -0.999999, -0.000909971, 1.02167, 0, 0, 0, 1
-1, -0.000556731, 0.000529296, 0.290877, -0.000529815, 0.000931503, -0.999999, 0.848227, 0.000556237, -0.999999, -0.000931798, 1.02166, 0, 0, 0, 1
-1, -0.000546158, 0.000587597, 0.290876, -0.000588117, 0.000953782, -0.999999, 0.848232, 0.000545597, -0.999999, -0.000954103, 1.02165, 0, 0, 0, 1
-1, -0.000535358, 0.000647151, 0.290875, -0.000647673, 0.00097654, -0.999999, 0.848236, 0.000534726, -0.999999, -0.000976886, 1.02164, 0, 0, 0, 1
-1, -0.000524331, 0.000707959, 0.290874, -0.000708483, 0.000999777, -0.999999, 0.848241, 0.000523623, -0.999999, -0.00100015, 1.02164, 0, 0, 0, 1
-1, -0.000513078, 0.000770021, 0.290873, -0.000770545, 0.00102349, -0.999999, 0.848246, 0.00051229, -0.999999, -0.00102389, 1.02163, 0, 0, 0, 1
-1, -0.000501598, 0.000833336, 0.290872, -0.000833861, 0.00104769, -0.999999, 0.848251, 0.000500725, -0.999999, -0.00104811, 1.02162, 0, 0, 0, 1
-0.999999, -0.000489891, 0.000897905, 0.29087, -0.00089843, 0.00107237, -0.999999, 0.848256, 0.000488928, -0.999999, -0.00107281, 1.02161, 0, 0, 0, 1
-0.999999, -0.000477958, 0.000963729, 0.290869, -0.000964253, 0.00109752, -0.999999, 0.848261, 0.0004769, -0.999999, -0.00109798, 1.0216, 0, 0, 0, 1
-0.999999, -0.000465798, 0.00103081, 0.290868, -0.00103133, 0.00112316, -0.999999, 0.848266, 0.00046464, -0.999999, -0.00112364, 1.02159, 0, 0, 0, 1
-0.999999, -0.000453412, 0.00109914, 0.290867, -0.00109966, 0.00114927, -0.999999, 0.848271, 0.000452148, -0.999999, -0.00114977, 1.02158, 0, 0, 0, 1
-0.999999, -0.000440799, 0.00116872, 0.290866, -0.00116924, 0.00117586, -0.999999, 0.848277, 0.000439424, -0.999999, -0.00117638, 1.02157, 0, 0, 0, 1
-0.999999, -0.000427959, 0.00123956, 0.290864, -0.00124007, 0.00120294, -0.999999, 0.848282, 0.000426467, -0.999999, -0.00120347, 1.02157, 0, 0, 0, 1
-0.999999, -0.000414893, 0.00131165, 0.290863, -0.00131216, 0.00123049, -0.999998, 0.848288, 0.000413278, -0.999999, -0.00123103, 1.02156, 0, 0, 0, 1
-0.999999, -0.000401601, 0.001385, 0.290862, -0.0013855, 0.00125852, -0.999998, 0.848294, 0.000399857, -0.999999, -0.00125908, 1.02155, 0, 0, 0, 1
-0.999999, -0.000388082, 0.0014596, 0.29086, -0.00146009, 0.00128703, -0.999998, 0.848299, 0.000386203, -0.999999, -0.0012876, 1.02154, 0, 0, 0, 1
-0.999999, -0.000374337, 0.00153545, 0.290859, -0.00153594, 0.00131603, -0.999998, 0.848305, 0.000372315, -0.999999, -0.0013166, 1.02153, 0, 0, 0, 1
-0.999999, -0.000360365, 0.00161256, 0.290858, -0.00161304, 0.0013455, -0.999998, 0.848311, 0.000358195, -0.999999, -0.00134608, 1.02152, 0, 0, 0, 1
-0.999999, -0.000346168, 0.00169092, 0.290856, -0.00169139, 0.00137545, -0.999998, 0.848317, 0.000343841, -0.999999, -0.00137603, 1.02151, 0, 0, 0, 1
-0.999998, -0.000331744, 0.00177053, 0.290855, -0.001771, 0.00140588, -0.999997, 0.848323, 0.000329254, -0.999999, -0.00140646, 1.0215, 0, 0, 0, 1
-0.999998, -0.000317094, 0.0018514, 0.290853, -0.00185185, 0.00143679, -0.999997, 0.84833, 0.000314433, -0.999999, -0.00143737, 1.02148, 0, 0, 0, 1
-0.999998, -0.000302218, 0.00193352, 0.290852, -0.00193396, 0.00146818, -0.999997, 0.848336, 0.000299378, -0.999999, -0.00146876, 1.02147, 0, 0, 0, 1
-0.999998, -0.000287116, 0.0020169, 0.29085, -0.00201733, 0.00150005, -0.999997, 0.848343, 0.000284089, -0.999999, -0.00150062, 1.02146, 0, 0, 0, 1
-0.999998, -0.000271788, 0.00210153, 0.290849, -0.00210194, 0.0015324, -0.999997, 0.848349, 0.000268566, -0.999999, -0.00153297, 1.02145, 0, 0, 0, 1
-0.999998, -0.000256234, 0.00218741, 0.290847, -0.00218781, 0.00156523, -0.999996, 0.848356, 0.000252809, -0.999999, -0.00156578, 1.02144, 0, 0, 0, 1
-0.999997, -0.000240454, 0.00227455, 0.290846, -0.00227493, 0.00159854, -0.999996, 0.848363, 0.000236817, -0.999999, -0.00159908, 1.02143, 0, 0, 0, 1
-0.999997, -0.000224448, 0.00236294, 0.290844, -0.0023633, 0.00163233, -0.999996, 0.848369, 0.00022059, -0.999999, -0.00163285, 1.02142, 0, 0, 0, 1
-0.999997, -0.000208216, 0.00245258, 0.290842, -0.00245293, 0.00166659, -0.999996, 0.848376, 0.000204128, -0.999999, -0.0016671, 1.0214, 0, 0, 0, 1
-0.999997, -0.000191759, 0.00254348, 0.290841, -0.0025438, 0.00170134, -0.999995, 0.848383, 0.000187431, -0.999999, -0.00170182, 1.02139, 0, 0, 0, 1
